Date of Birth,Weight,Functional Threshold Power,Maximum Heartrate,Athlete Type,Measurement Preference,Date Preference,Chart Preference,Email Language,Pace Zone Time,Pace Zone Distance,Default Leaderboard View
"Nov 21, 1992",150.0 lb,280 W,190,Cyclist,Imperial,mm/dd/YYYY,Week,English (US),1:23:00,Half Marathon,All
