Comment Date,Comment
"Apr 22, 2020, 6:36:35 PM",Did you catch a big gust? 💨 
"Apr 22, 2020, 6:54:15 PM",Yeah man be safe out there-  I have a new wheel I have been waiting to test when it’s not so windy every day! 
"Apr 23, 2020, 12:31:26 AM",It felt miserable out there !
"Apr 23, 2020, 12:57:23 AM",Dangerous descent with a stop sign halfway through the segment
"Apr 24, 2020, 12:58:38 AM",Watching one of your videos from over 4 years ago-  your skills have grown incredibly over that time period -  thanks again for being a source of motivation and inspiration!
"Apr 25, 2020, 4:15:19 AM",WOW! 
"Apr 25, 2020, 4:19:08 AM",This is incredible - my legs trembling just thinking about it 
"Apr 25, 2020, 10:42:56 PM",Jon Malone  I’ll put it on the list for next time! 
"Apr 25, 2020, 10:43:23 PM",Nice 
"Apr 26, 2020, 7:28:09 PM","Thanks! Have had this one for 7 years now,  it's the bike that got me into the sport.  Here's what it looked like stock
https://i.imgur.com/cgoW0CQ.jpg"
"May 2, 2020, 2:29:32 PM",Any interest to do some training together (safely?) ?  Looks like some great stuff you've been up to 
"May 2, 2020, 5:44:37 PM",Nice trophy!
"May 2, 2020, 10:47:49 PM",Yes - safety first !    Hope you and family are ok 
"May 3, 2020, 2:30:48 PM",You work @ Urban Cycles?  (Normally) my office is right around the block from there
"May 3, 2020, 5:15:46 PM",KOM!!
"May 3, 2020, 8:55:14 PM",nice
"May 4, 2020, 1:08:54 AM",I’m hoping to do something similar this summer 
"May 4, 2020, 1:09:10 AM",To go to Northampton from BOS
"May 4, 2020, 1:14:22 AM",Happy Birthday 
"May 4, 2020, 1:56:00 PM",I find Mystic to be good for intervals of this length since the full segment is about 4+ minutes and you can turn around and recover on the way back or run full laps -   Bike path has been crazy lately! 
"May 4, 2020, 7:54:31 PM","Nice ride, I recognize that water bottle :)"
"May 5, 2020, 2:12:46 AM",Up for some TT rides if you want a training partner in the coming months 
"May 6, 2020, 1:34:33 AM",Great day for a ride 
"May 9, 2020, 7:05:47 PM",Major guts to go out there today! 
"May 10, 2020, 7:29:36 PM",Activity partially in vehicle - needs crop
"May 10, 2020, 7:30:04 PM",Activity partially in vehicle - needs crop
"May 10, 2020, 7:32:50 PM",Activity partially in vehicle - needs crop
"May 10, 2020, 7:55:15 PM",Serious elevation- heading up 66/112 is a monster climb 
"May 11, 2020, 6:26:27 PM","Hey there,  the suggested route feature might help out since it takes popularity into account. Good luck!  Wishing I can do something similar again as well"
"May 11, 2020, 7:04:21 PM","Great pace!   I am working on doing training in this zone in our current ""extended base season"" "
"May 11, 2020, 7:24:50 PM","Sorry to hear that about your Wahoo device,   have you attempted to pull the raw .fit file off?   I believe this can be done over USB "
"May 11, 2020, 7:31:12 PM","Ken Green  I am having a similar experience! 
"
"May 14, 2020, 3:14:32 AM",Big elevation 
"May 14, 2020, 6:42:19 PM",nice looking bike!
"May 14, 2020, 10:57:27 PM","Colin Santangelo one lap today to benchmark my progress and then when I come back with aero dork gear, I can see if it does anything 😂 "
"May 14, 2020, 10:59:39 PM",Nice! 
"May 15, 2020, 1:03:43 AM",Love your TT content - looking forward to it 
"May 15, 2020, 2:46:29 AM",Quick time!
"May 15, 2020, 8:59:52 PM",Yilun Zhang  there’s a well fabled 10 mile TT segment up in Carlisle (the loop you can see on the map) -  normally there is an official TT held there weekly but we will see if it can happen this year.  In the meantime I’m using the segment to gauge my progress-   You should check it out it’s pretty cool!   Just discovered it’s existence earlier this Spring 
"May 16, 2020, 8:08:01 PM","Nice!  Congrats on your first, you will always remember it! "
"May 19, 2020, 6:22:26 PM",Nice speed!
"May 19, 2020, 6:39:34 PM",fast time!
"May 19, 2020, 7:11:55 PM","I just was reading 80/20 Tri for the first time and saw you prominently mentioned, thought that was super cool! "
"May 21, 2020, 1:56:43 AM",Big mileage! 
"May 21, 2020, 2:18:39 AM",I am doing a lot of Z2 workouts to try to get faster long term  
"May 21, 2020, 2:37:46 AM",Keeping heart rate below 80% of max HR (between 70-80%)  makes it quite sustainable 
"May 21, 2020, 2:38:38 AM",Z2 = Zone 2 
"May 23, 2020, 1:19:14 AM",Jacob Klickstein I was the guy who looked like a mummy 
"May 23, 2020, 9:48:43 PM",Dude you’re a legend 
"May 25, 2020, 1:05:11 PM",Aaron Mason  Thanks!  It was great weather for it 
"May 27, 2020, 5:05:42 PM","Drew Peterson   it's like a mini hillsprint up to a water tower, right near the Golf Course Hutcheson climb.  I had the KOM for like 3 days before someone blew me up LOL!   My Eastern attempt today I tried a more even pacing strategy and it seemed to help me get a PR.  I'm having a hard time imagining how people do it under 3 minutes though. "
"May 27, 2020, 6:37:55 PM",Well done!
"May 29, 2020, 2:31:58 AM",Bruh! Nicely done 
"May 29, 2020, 10:41:40 PM",this week has felt exhausting 
"May 29, 2020, 10:42:46 PM",Looks chilly!
"May 30, 2020, 12:46:31 AM",Two words: Body Glide 
"May 30, 2020, 8:20:51 PM",Jon Terlouw had to fuel up on caffeine before we left home! 
"May 31, 2020, 12:14:17 AM",You’re a beast!
"Jun 2, 2020, 4:02:48 PM",hows the temp?
"Jun 2, 2020, 4:03:34 PM","also, any recommendations about getting in to park without too much chaos?"
"Jun 2, 2020, 5:47:48 PM",bike
"Jun 2, 2020, 5:49:08 PM",bike
"Jun 2, 2020, 6:09:45 PM",Roger Stawasz  my weight has been pretty consistent long term but my fitness has improved greatly :)   I also never have run as much as now.   I've been wishing I can come and do the NCC time trial now that I've been working on that type of riding
"Jun 2, 2020, 6:14:09 PM","The whole journey started when I would show up to NCC rides (circa 2013), get smoked, and realize there's a whole 'nother level of existence out there for those willing to work for it.  "
"Jun 2, 2020, 7:31:20 PM",Still a really good run on paper! I still need to pull out all the stops when it comes to gear but I also wonder how much air density matters on a course of this length.
"Jun 3, 2020, 6:07:36 PM",Ok that ones waay too close to my house to not try to go after!  😂  
"Jun 3, 2020, 10:12:16 PM",Vehicle in the last few miles 
"Jun 3, 2020, 10:51:49 PM",Nice swim!
"Jun 3, 2020, 11:40:14 PM",Drew Peterson I meant no disrespect! 😁 I made a segment for just the climb part that avoids some of the speed bumps LOL 
"Jun 4, 2020, 12:22:52 AM",Drew Peterson  that would be great.  I’ve really been missing group rides in this isolated time. 
"Jun 6, 2020, 9:00:57 PM",Bill Sharp  yep she’s the older of the two and now on two wheels. Wyatt is turning 2 in September 
"Jun 7, 2020, 1:20:38 AM",E-Bike Ride
"Jun 7, 2020, 7:58:39 PM",Nice ride 
"Jun 7, 2020, 8:04:52 PM",Good stuff - Being able to complete 75 is a good barometer for readiness for 100-  only difference is taking on more water and carbs  
"Jun 10, 2020, 11:57:11 PM",Sam Gaudet  yup gotta do a lot of repeats or head out to somewhere like Wachusett for the climbing 
"Jun 11, 2020, 12:35:59 AM",Jealous!  No pools open here 
"Jun 11, 2020, 9:55:03 PM",What kind of TT bike do you ride? 😎
"Jun 12, 2020, 2:59:00 PM",Jared Geller  haha yea! I couldn't resist 
"Jun 12, 2020, 3:40:50 PM",Looks like the last mile is in a car
"Jun 12, 2020, 3:53:07 PM","Showing speeds >50 Mph,  might be bad GPS"
"Jun 12, 2020, 4:01:06 PM","Oh nice,  didn't know this track was open"
"Jun 14, 2020, 9:41:19 PM",Vehicle speeds
"Jun 14, 2020, 11:52:39 PM",How’s noho been?
"Jun 15, 2020, 12:59:09 AM",I might be rolling in this upcoming weekend bro 
"Jun 15, 2020, 1:06:58 AM",Laps on laps
"Jun 16, 2020, 1:29:07 PM","Drew Peterson Thanks, missed out on attempt #2 by one measly second! "
"Jun 16, 2020, 6:15:03 PM",Nice looking ride-  chainrings especially unique 
"Jun 17, 2020, 1:56:33 PM",wore the same shorts today 
"Jun 18, 2020, 4:57:38 PM",Hitting all the good spots I see!
"Jun 19, 2020, 11:41:18 PM",Nice 😎
"Jun 20, 2020, 2:51:37 PM",Accurate name as well 
"Jun 21, 2020, 4:18:32 PM",Double duty today !
"Jun 21, 2020, 4:19:45 PM",I think I had two heat strokes before breakfast 
"Jun 21, 2020, 5:09:13 PM",If we coordinate a Noho trip we can all ride together 
"Jun 22, 2020, 12:29:48 PM",Nice half! 
"Jun 24, 2020, 6:12:33 PM",Nice work man!  Lookin' fly
"Jun 25, 2020, 1:34:09 AM",Absolute unit.    I haven’t run the course with my disc yet ...but I’m hoping to give it a go soon 
"Jun 25, 2020, 1:02:32 PM",Nice ride 😁
"Jun 25, 2020, 1:34:38 PM","damn, sorry to hear about the race"
"Jun 27, 2020, 7:17:00 PM",Stay safe out there my dude 
"Jun 27, 2020, 7:20:12 PM",Dope shirt 
"Jun 28, 2020, 5:00:05 PM",Yeah either white mountains or Cohasset was my plan ...  cohasset sold out early this year before getting canceled  
"Jun 28, 2020, 6:00:38 PM",hope it resuscitates soon!  
"Jun 28, 2020, 6:08:26 PM",Nate Thomas  Thanks!  Printed really low watts but I went all-out on the aero today....so maybe I have more seconds to gain still just by coming in rested. 
"Jun 29, 2020, 4:22:29 PM","I saw someone run by in what looked like the Barnstable relay shorts, apparently it was you!"
"Jun 30, 2020, 10:33:58 PM",Partly in vehicle 
"Jun 30, 2020, 10:35:23 PM",Looks like a bike
"Jul 1, 2020, 1:03:59 AM",Very nice 
"Jul 1, 2020, 3:58:08 PM",World record run pace
"Jul 1, 2020, 10:16:34 PM",damn nice 
"Jul 1, 2020, 10:54:50 PM","Saw you on the way back in Davis,  these are some nice TT efforts!"
"Jul 1, 2020, 11:22:30 PM","Michael Leiken haha I think that was another dude I also saw out there today, according to flyby we just missed each other near the start of your ride  "
"Jul 1, 2020, 11:25:08 PM",Excellent song 
"Jul 2, 2020, 12:16:59 AM",Might need a crop?
"Jul 2, 2020, 12:38:49 PM",Drew Peterson I thought about giving it another go...but I decided I’d rather live another day instead 😂. I’m content with our standings 
"Jul 2, 2020, 12:47:34 PM",Lmao mine says 4 days right now 
"Jul 2, 2020, 2:54:00 PM","Roger Stawasz  it's not really a hard and set goal of mine, but I'm curious how close I can get if I keep building the aerobic base.  "
"Jul 2, 2020, 11:33:47 PM",Ahh saw you in Davis! 
"Jul 4, 2020, 12:39:35 AM",Nice man 
"Jul 4, 2020, 5:14:47 PM",That’s genius 
"Jul 5, 2020, 3:56:02 PM",Nice CBTT :)    We still need to go riding together eventually 
"Jul 5, 2020, 10:23:58 PM",Nice half 😊
"Jul 6, 2020, 1:56:48 AM",Russian River Zinfandel and Mango Habanero 
"Jul 6, 2020, 8:02:08 PM","Drew Peterson  thanks man, first super-sized solo ride in a while cause I’ve been worried about getting stranded in the age of corona lol "
"Jul 7, 2020, 6:41:47 PM",Nice!  Cameron ave is in rough shape... almost bailed on my most recent run of it due to all the potholes 
"Jul 9, 2020, 12:14:38 AM",Nice PR 💯
"Jul 10, 2020, 12:56:20 AM",Thanks for all the kindness! 
"Jul 10, 2020, 7:13:32 PM",Really nicely done - still a fast run regardless! And a beautiful place to do it 
"Jul 12, 2020, 10:19:28 PM",Monster Ride! 
"Jul 12, 2020, 10:21:40 PM","Nice dude,  now there’s a topic I can nerd out about 😂 "
"Jul 12, 2020, 10:44:58 PM",How’s the water?
"Jul 13, 2020, 7:37:29 PM",looks like we almost passed each other this morning
"Jul 14, 2020, 5:14:20 PM",that is a lot of laps!
"Jul 14, 2020, 5:17:43 PM",Happy Birthday :D
"Jul 15, 2020, 1:01:58 AM",Nice watch! 😎
"Jul 15, 2020, 2:18:18 AM",Drew Shattuck  I think they pushed a new firmware version- I had the same issue this morning. What worked was restarting the watch and app and I think I also did a WiFi sync 
"Jul 15, 2020, 3:59:52 PM",Gift to myself this year after 2+ years with a vivo 3 - really liking it so far 
"Jul 15, 2020, 7:21:15 PM",Nice ride!
"Jul 16, 2020, 12:38:18 PM",damn that's rough!
"Jul 19, 2020, 1:09:02 AM",Legend 😎
"Jul 20, 2020, 2:30:43 PM",I think the margaritas last night may have also been a factor! 
"Jul 20, 2020, 11:21:09 PM",Rippin lap 
"Jul 21, 2020, 6:37:20 PM",I will have so many new routes to figure out when I get back on Zwift... Let me know if you want to do a outdoor ride soon if we can survive this heat wave! 
"Jul 22, 2020, 3:41:22 PM",Something nefarious? Looks short of a Walter White but dubious at best
"Jul 22, 2020, 11:16:54 PM",Hope you are ok! 
"Jul 23, 2020, 12:12:15 PM",Mighty quick! 
"Jul 23, 2020, 3:12:06 PM",That’s been my move as well I just got a TT bike this spring 😊
"Jul 24, 2020, 1:37:25 PM",Great map! 
"Jul 24, 2020, 6:17:11 PM",Awesome route + awesome bike ! 
"Jul 24, 2020, 6:17:53 PM",I did the (approximate) Cambridge border once that was pretty fun too 
"Jul 25, 2020, 1:04:54 AM",Bruh I’m here with 52 feeling weak 😩
"Jul 25, 2020, 7:31:52 PM",Awesome ride!  You'll have to tell me how you liked the route 
"Jul 25, 2020, 11:20:38 PM",Hope you are ok!
"Jul 25, 2020, 11:47:14 PM",Wouldn’t mind giving it a go when it’s slightly less hot !      
"Jul 26, 2020, 1:19:57 AM",Last part in vehicle 
"Jul 26, 2020, 2:17:35 AM",Looks awesome man!  Will have to see you around for some laps of Mystic 
"Jul 26, 2020, 9:14:26 PM",Very nice! 
"Jul 27, 2020, 4:20:54 PM",Nice 40k!   
"Jul 28, 2020, 1:53:12 AM",Some people have said deleting old activities off it can fix that problem.  The servers should be fully fixed soon hopefully. 
"Jul 28, 2020, 4:10:39 PM",The heat can do awful things...
"Jul 28, 2020, 4:57:31 PM",Bike not run
"Jul 28, 2020, 4:58:41 PM",duplicate 
"Jul 28, 2020, 5:00:53 PM",Ride
"Jul 28, 2020, 5:01:11 PM",Ride
"Jul 28, 2020, 5:02:01 PM",Ride not run
"Jul 28, 2020, 5:03:56 PM",bad gps
"Jul 28, 2020, 5:04:26 PM",Bad gps data
"Jul 29, 2020, 11:42:50 AM",Looks amazing 😊
"Jul 29, 2020, 12:47:59 PM",bad gps data on segment
"Jul 29, 2020, 12:48:21 PM",bad gps data on segment
"Jul 29, 2020, 12:52:18 PM",this is the fastest 'legitimate' time on the 1 mile track segment leaderboard 
"Jul 30, 2020, 11:39:08 PM",Epic!
"Jul 31, 2020, 11:44:50 AM",Appears to be a bike
"Jul 31, 2020, 11:45:57 AM",Appears to be a bike
"Jul 31, 2020, 11:48:31 AM",BIKE
"Jul 31, 2020, 11:49:30 AM",Bike
"Jul 31, 2020, 11:50:00 AM",bike
"Jul 31, 2020, 11:50:27 AM",bike
"Jul 31, 2020, 11:52:26 AM",bike
"Jul 31, 2020, 11:53:07 AM",bike
"Jul 31, 2020, 11:53:49 AM",bike
"Jul 31, 2020, 11:54:36 AM",bike
"Jul 31, 2020, 6:33:31 PM",Incredible! 
"Jul 31, 2020, 8:27:12 PM",Tomorrow you can go KOM Cadillac 😝
"Jul 31, 2020, 10:20:03 PM",Bad GPS
"Aug 1, 2020, 5:30:43 PM",Skip in GPS data
"Aug 1, 2020, 10:07:34 PM",Jeff Dusek  yeah it’s was kind of difficult to even track this one down but I’ve been looking for medium-long length segments to test fitness on since we’ve got no racing.   The wooden bridge wasn’t too bad but overall a nice hilly little TT  
"Aug 1, 2020, 10:11:08 PM",Beastly!  Second pic perfectly captures what I was wishing for during the last 5 mi of my ride after running dry 
"Aug 2, 2020, 9:34:37 PM",Nice 😎
"Aug 4, 2020, 1:30:00 PM",Nice dude when are you targeting for your PR?  
"Aug 4, 2020, 2:31:22 PM",I’m on a similar journey for a sub-18 but it’s so hard to tell what’s up when it’s this hot out  
"Aug 4, 2020, 11:23:02 PM","haha I tried, It actually wasn't as good as I expected-- the wind wasn't really coming from due south,  so no PR on mystic Northbound"
"Aug 7, 2020, 6:23:32 PM",Dang! Belmont got any?
"Aug 7, 2020, 6:27:53 PM",The fact you managed to do this without any intersecting vertices is remarkable 
"Aug 7, 2020, 9:09:04 PM",Absolute unit 
"Aug 7, 2020, 9:09:44 PM",Nice one! 
"Aug 7, 2020, 9:10:22 PM",Absolute savage 
"Aug 8, 2020, 12:05:11 PM",An amazing ride 
"Aug 8, 2020, 10:08:21 PM",Ulandt Kim 3 frankfurters and some grilled chicken 🥇
"Aug 8, 2020, 11:14:54 PM","So it’s less vented up front, but heavily vented in the back with a honeycomb type material. Makes for some interesting wind noise if you dip your head too far down... Comfort is otherwise good, at least if it’s not 100 degrees out. I only wish it had the same flip-up feature for the visor as my other aero helmet as opposed to just attaching with magnets.   Found this one on Sierra on sale "
"Aug 10, 2020, 1:10:52 AM",how's it feel? Looks futuristic to say the least
"Aug 10, 2020, 5:05:55 PM",Who do you go to typically? I have something I need help with (gluing some tubulars) but don’t want to get stuck in a 2 month long queue or pay $400 ea.  
"Aug 11, 2020, 12:00:07 PM",That’s a good neighbor! 
"Aug 13, 2020, 3:52:18 PM",Beast mode 
"Aug 14, 2020, 11:58:43 AM",Fast 5k!
"Aug 15, 2020, 9:28:55 PM",Savage ride! 🔥🔥😵
"Aug 15, 2020, 10:56:31 PM",🔥🔥🔥
"Aug 15, 2020, 11:15:09 PM",Power meter 😁
"Aug 18, 2020, 9:54:03 PM",The whole time I was staring at Alistair S. PR ...Thinking I was doing terrible lol!    
"Aug 19, 2020, 3:57:17 PM",Happy birthday !
"Aug 19, 2020, 10:49:59 PM","Go do one on the Tufts track, if you can hit 6:00 with all those turns on the street at 150 Bpm you’re probably closer to 5:25-5:30 all out effort  "
"Aug 19, 2020, 10:51:55 PM",Unless the HR is off... in that case take off like 10-15 sec for the track  
"Aug 20, 2020, 2:00:07 AM",I need extra motivation if I’m gonna PR again lmao!  Or lay off the ice cream 
"Aug 21, 2020, 12:16:40 AM",What’s the group? Didn’t know rides were coming back 
"Aug 21, 2020, 12:18:04 AM",That looks fun!  Crazy speed
"Aug 21, 2020, 12:30:26 AM",It’s been a while since I’ve gotten to ride with a proper group but I’m always happy to give it a try if my schedule will allow. Might still get popped off but I’ve never had a better learning experience than with a group ride setting.   
"Aug 21, 2020, 6:20:27 PM","Damn, they riding dangerously? "
"Aug 21, 2020, 9:29:02 PM",:(
"Aug 22, 2020, 1:58:45 AM",Dude....epic! 
"Aug 22, 2020, 8:41:46 PM",Great work 💯
"Aug 24, 2020, 8:34:56 PM",Looks like half in a vehicle 
"Aug 26, 2020, 1:29:27 PM",Akash Kadam  nice  I noticed someone coming in hot 
"Aug 26, 2020, 5:51:03 PM",Hell yea 
"Aug 26, 2020, 7:38:25 PM",Absolute savage climb 
"Aug 28, 2020, 1:10:32 PM","I think from the center of one vertex to the end of the straightaway should be about right, or just run like a madman for about 20 seconds "
"Aug 28, 2020, 10:31:29 PM",Alistair S.  Nice seeing you today  I hope we can meet up and ride more officially sometime  
"Aug 29, 2020, 6:12:17 PM",Nice speed
"Aug 31, 2020, 6:59:18 PM",This is where you must create a new 10-lap long segment and see what crazies come out to attempt it 😂.  
"Sep 1, 2020, 1:31:34 PM",Apparently we were @ Harvard at the same time haha 
"Sep 1, 2020, 1:53:42 PM",would be fun to meet up there I'll try to coordinate something 
"Sep 1, 2020, 2:04:31 PM",FAST!
"Sep 5, 2020, 3:48:39 AM",Drew Peterson  I’ve wanted the Greenough segment for like 4 years but am just now finally tied for it..   
"Sep 5, 2020, 3:56:23 AM",CAR
"Sep 6, 2020, 7:20:06 PM",bad drivers??
"Sep 6, 2020, 9:53:33 PM","Absolute ripper of a time, nicely done "
"Sep 7, 2020, 9:16:53 PM",Roger Stawasz  thanks the bike went well but the run was a total slog. need to take in more fluid on the ride clearly 
"Sep 8, 2020, 7:40:15 PM",Next time you’ll have to go over the cool pedestrian bridge that also goes under the Zakim
"Sep 8, 2020, 10:16:47 PM",GPS Looks off
"Sep 9, 2020, 1:05:20 AM",https://mbworld.org/wp-content/uploads/2014/03/Ali-G-Respect.jpg
"Sep 9, 2020, 12:08:07 PM",Light speed 🔥🔥
"Sep 9, 2020, 3:03:02 PM","You’re putting out huge watts, enough to go sub-20 on paper- any extra speed might all be found in the positioning, equipment, weather, and luck.   I’m hoping to PR again this year and I’ll be happy if I can take off 30 seconds "
"Sep 10, 2020, 12:30:16 PM",Nice 😎
"Sep 11, 2020, 1:08:10 AM",Can make some recs on tech if you ever need any 
"Sep 11, 2020, 12:49:59 PM",Wow! That's a lot of laps!
"Sep 11, 2020, 12:54:40 PM",Thanks I had no idea it existed until yesterday when I was trying to find something fun to do that was as close to home as possible 
"Sep 11, 2020, 7:00:40 PM",I'm interested in joining 
"Sep 12, 2020, 6:36:03 PM",Congrats man!
"Sep 12, 2020, 6:41:42 PM",Partial Vehicle 
"Sep 12, 2020, 7:09:02 PM",Congrats man! 😊
"Sep 12, 2020, 8:18:55 PM",Well done man - you picked an awesome day for it 
"Sep 12, 2020, 11:03:11 PM",Actually getting over there is the less than fun part 
"Sep 12, 2020, 11:20:30 PM",Old Springfield rd brings back memories 
"Sep 13, 2020, 1:13:11 AM",GPS glitch 
"Sep 13, 2020, 1:19:48 AM",Nice 
"Sep 13, 2020, 12:42:29 PM",Thanks for the follow.  I’m trying to build my network of similar riders in the area and get more plugged into the community so that sounds great. I do a lot of riding in Arlington since it’s so close by and the hills are short but killer.  
"Sep 14, 2020, 11:29:07 PM",bad gps?
"Sep 15, 2020, 12:32:48 AM",Nice to meet you! 
"Sep 15, 2020, 12:46:36 AM",Great riding with ya
"Sep 15, 2020, 12:56:48 AM",Killer lap! Saw you fly by on Everett 
"Sep 15, 2020, 1:02:04 AM",Good ride today!
"Sep 15, 2020, 1:02:27 AM",Glad to have you join the ride 
"Sep 15, 2020, 7:21:26 PM",Sweet bike!
"Sep 15, 2020, 10:50:32 PM","Thanks guys, I’m still working on bringing down my time, I think a 10k is next due "
"Sep 17, 2020, 1:58:25 PM",Nice climb!
"Sep 17, 2020, 2:50:21 PM","If you click ""refresh activity achievements"" on the version you don't delete, it should re-calculate them (web browser only). I did have have some segments mysteriously disappear on a run recently though."
"Sep 17, 2020, 5:44:47 PM",You'll get it soon with that persistence 
"Sep 17, 2020, 6:51:34 PM",Absolute unit 
"Sep 17, 2020, 7:27:47 PM",some killer climbs!
"Sep 17, 2020, 11:02:20 PM",car
"Sep 17, 2020, 11:07:20 PM",The hero we don't deserve
"Sep 17, 2020, 11:07:58 PM",Incredible! Where do I sign up to get coached?
"Sep 17, 2020, 11:55:32 PM",The king of Double Trouble! 
"Sep 18, 2020, 1:02:49 AM",Fast times too!
"Sep 18, 2020, 8:43:56 PM",fly-by of my house 
"Sep 20, 2020, 4:27:59 PM",Woof! 
"Sep 20, 2020, 4:50:21 PM",Car
"Sep 20, 2020, 6:15:49 PM",I try to sneak a couple in whenever I visit home 
"Sep 21, 2020, 2:36:55 PM",car
"Sep 22, 2020, 12:14:26 AM",Nice TT!  
"Sep 22, 2020, 3:06:20 PM",Nice hills 
"Sep 23, 2020, 2:26:58 AM",Almost looks like a hog 
"Sep 23, 2020, 3:13:37 AM",Michael Cooney mystic lakes is the best (nearby) place for full gas  🙌  
"Sep 23, 2020, 2:29:51 PM","Akash Kadam  haha ya man I think so, I was resting up a bit and trying to find my buddy"
"Sep 23, 2020, 2:32:22 PM",Nice 4x!  
"Sep 23, 2020, 2:40:45 PM","J.D. Hale Thank you for the coffee and fun banter, looking forward to joining up again "
"Sep 23, 2020, 2:41:41 PM",Drew Peterson  this route packs a lot of punch in a short distance !  Happy to send you the Strava route  
"Sep 23, 2020, 2:51:26 PM",bike
"Sep 23, 2020, 3:46:21 PM",Just renewed! Thanks 
"Sep 24, 2020, 11:12:59 PM",Nice PR!  
"Sep 25, 2020, 12:30:48 AM",damn dude glad you are ok mostly.... heal up quick! 
"Sep 25, 2020, 2:12:15 PM",That last bit is debatable 😅
"Sep 25, 2020, 2:16:45 PM",We still gotta ride sometime 😎
"Sep 25, 2020, 7:44:43 PM",A Mass Hole detour 😄
"Sep 27, 2020, 6:12:32 PM","If you don’t get back before high noon, you turn into a pumpkin 🎃 "
"Sep 27, 2020, 6:29:28 PM",Wind was from the south but not too strong.  First 7.3mi was faster than PR then I got slowed down a bit in the last 3 miles.  Didn’t run the disc today but that could make up the difference potentially. 
"Sep 27, 2020, 7:33:50 PM",Needs crop 2nd half in car
"Sep 27, 2020, 7:49:28 PM",Vehicle 70mph
"Sep 28, 2020, 2:05:34 AM",Awesome ride 🔥🔥🚴🏻‍♂️
"Sep 28, 2020, 11:23:41 PM",Nice meeting you!
"Sep 28, 2020, 11:28:49 PM",Always a pleasure to ride with you :)  Rami رامي 拉美 
"Sep 29, 2020, 1:17:11 AM",Riding in my home town 🙌  good looks! 
"Sep 29, 2020, 12:27:14 PM","Hey Jeff! Hope you have been well, we should connect sometime and catch up "
"Sep 29, 2020, 12:44:10 PM",Hardest part is getting out the door 
"Sep 29, 2020, 1:19:00 PM",Mark Poirier thanks man! Been seeing you on Strava for ages so it was great to finally get to ride with you and the crew
"Sep 29, 2020, 1:31:10 PM",Maximillian Scholl  after 😄 they were much needed medicine 
"Sep 29, 2020, 1:39:43 PM",Nice!! 
"Sep 29, 2020, 7:10:50 PM",Akash Kadam  unofficial small groups I can fill you on in some details if you are interested 
"Sep 30, 2020, 4:45:56 PM",Hills tomorrow 😊
"Oct 1, 2020, 12:39:50 PM",Owen McGonagle thanks!  you were crushing it on the TT bike up the hills 🙌
"Oct 2, 2020, 2:26:08 PM",Ian Bachman-Sanders  miss you man! 
"Oct 3, 2020, 5:59:19 PM",Sam Gaudet  they just added it yesterday for paid users it looks like 
"Oct 3, 2020, 8:15:01 PM",Hill Reis  thanks man the trees looked way better in person its popping off up there right now 
"Oct 4, 2020, 7:43:55 PM",Nice one!
"Oct 4, 2020, 8:18:17 PM",Flyby! 
"Oct 4, 2020, 8:33:21 PM",it can be an apple cider donut with a bite taken out
"Oct 4, 2020, 9:27:10 PM",Charlie Bailey  it actually was pretty pleasant temp wise today I was surprised.  Had wetsuit but could have gone without if needed 
"Oct 6, 2020, 7:48:16 PM","Alistair S.  Goal is to make it as fun, fair and safe as possible and encourage anyone/everyone to participate.  "
"Oct 6, 2020, 11:15:40 PM",Kamila Khan the segment is set up to avoid the light itself 😊
"Oct 7, 2020, 2:23:00 AM",Fastest time up winter hill yet 
"Oct 7, 2020, 12:57:32 PM",Nice shots! 
"Oct 7, 2020, 4:09:29 PM",Pushups at the top?? That's some dedication to suffering 
"Oct 7, 2020, 5:52:59 PM",Spider in the web!
"Oct 7, 2020, 9:05:55 PM",Thanks bruce kalow ! 🙏 
"Oct 8, 2020, 1:02:51 PM",Drew Peterson Thanks man! Got some help for a PR 
"Oct 8, 2020, 6:13:57 PM",Checking out the TT course? 😋
"Oct 8, 2020, 6:54:57 PM","Thanks for putting this ride together, it was a lot of fun "
"Oct 8, 2020, 10:58:14 PM","Thank you Mark Poirier - I may actually try both to see what the time difference is, but it's a fun route for TT bikes. "
"Oct 8, 2020, 11:21:46 PM",haha I think I just missed seeing you
"Oct 9, 2020, 12:15:13 AM","haha you made it hard to take back!  Re: the TT -  You can it ride any time tomorrow, there should be a small group meeting at 5:30pm near the start   - This is the segment that will be counted: 
 https://www.strava.com/segments/25998586    "
"Oct 9, 2020, 1:05:54 AM",Alistair S. You are the reigning champion 😎 
"Oct 9, 2020, 1:09:30 AM",I’m not sure why the old version is appearing but the official start and end points are after and before the light respectively 
"Oct 9, 2020, 1:12:43 AM", Nice dude Eastern 5X is no easy task 
"Oct 9, 2020, 1:19:23 AM",https://strava.app.link/WbEfh4FKqab
"Oct 9, 2020, 2:55:39 AM",Nice!
"Oct 9, 2020, 12:36:27 PM",Sarah Bilawski  dog is up to date on shots so I’ll contact my PCP but as long as it doesn’t get infected I think it will be OK.        It was right at the summit of a climb so we were just regrouping at the top. 
"Oct 9, 2020, 1:18:26 PM","Thanks for joining!    Results will be collected here as the day goes on: 

https://docs.google.com/spreadsheets/d/1fOYdW5NGSrxDVB08Y4Hq_l9vePam0fM2S-8VIoylXMA/edit?usp=sharing"
