Comment Date,Comment
"Oct 9, 2020, 1:18:42 PM",https://docs.google.com/spreadsheets/d/1fOYdW5NGSrxDVB08Y4Hq_l9vePam0fM2S-8VIoylXMA/edit?usp=sharing
"Oct 9, 2020, 1:19:14 PM","Thanks for taking part!    I will add the results here as they come in: 

https://docs.google.com/spreadsheets/d/1fOYdW5NGSrxDVB08Y4Hq_l9vePam0fM2S-8VIoylXMA/edit?usp=sharing"
"Oct 9, 2020, 1:20:08 PM","Well done!  Added you to the results 

https://docs.google.com/spreadsheets/d/1fOYdW5NGSrxDVB08Y4Hq_l9vePam0fM2S-8VIoylXMA/edit?usp=sharing"
"Oct 9, 2020, 2:33:42 PM",Come ride the CRW TT this afternoon :)
"Oct 9, 2020, 5:05:11 PM","Awesome man here's the results so far

https://tinyurl.com/MysticTT"
"Oct 9, 2020, 5:06:23 PM",Nicely done!!   Here's the link to 'live' results as I input them    https://tinyurl.com/MysticTT
"Oct 9, 2020, 6:02:01 PM",Nice man!  Here's the live-ish results:     https://tinyurl.com/MysticTT
"Oct 9, 2020, 6:33:23 PM","Absolute beast mode, did you run the disc? Well done! 

I think this will be a hard time to beat for anyone.    Results: https://tinyurl.com/MysticTT"
"Oct 9, 2020, 6:39:15 PM","If everyone loves this I think we could offer some longer distance options as well.   But to me, its great to see the community come together in a year where that hasn't gotten to happen much in cycling "
"Oct 9, 2020, 11:04:33 PM",Nice ride!!   Here's the results https://tinyurl.com/MysticTT
"Oct 9, 2020, 11:05:04 PM",Nice meeting you man here's the results so far https://tinyurl.com/MysticTT
"Oct 10, 2020, 12:48:55 AM",Nice to see you out there! 
"Oct 10, 2020, 2:43:48 AM",Cyrille Couet Drew Peterson  we will do it again maybe as soon as next week 😊
"Oct 10, 2020, 2:44:02 AM",https://photos.app.goo.gl/VsJaPom3sFo5NkFY8
"Oct 10, 2020, 2:55:08 PM",https://photos.app.goo.gl/VsJaPom3sFo5NkFY8
"Oct 11, 2020, 2:52:46 AM",https://tinyurl.com/MysticTT
"Oct 11, 2020, 2:52:52 AM",Results 
"Oct 11, 2020, 7:12:46 PM",Great ride! 🔥
"Oct 11, 2020, 7:36:51 PM",Well done on the Long ride 
"Oct 11, 2020, 8:56:18 PM",saw you in Concord
"Oct 11, 2020, 9:53:23 PM",Nice!
"Oct 11, 2020, 10:46:55 PM",Eilon Shalev  I’m away next weekend but I can send you some of the groups that are doing rides this week and such-  Good friendly fun with the CRW folks  
"Oct 11, 2020, 11:04:22 PM",Bruh 😳😯
"Oct 11, 2020, 11:33:40 PM",Ian Bachman-Sanders  new feature for us map nerds 😊
"Oct 11, 2020, 11:35:41 PM",https://runningmagazine.ca/the-scene/strava-announces-new-feature-statmaps/
"Oct 12, 2020, 8:48:53 PM","Alistair S. That could certainly be an option,   My main interest in doing it in one day is it evens out the wind conditions a bit and facilitates in person meet ups a little easier -   But since it is virtual type of event I don’t see why we can’t make it a multiday window.  "
"Oct 12, 2020, 9:07:57 PM",Hey man I think we’re holding off because the weather looks dicey with rain.  Maybe we can meet up for a ride later this week with some folks 
"Oct 14, 2020, 1:27:27 PM",Glad you are ok 
"Oct 14, 2020, 3:00:38 PM","They got a rash of complaints lately about people with privacy issues around the feature, so their response was to disable it for everyone unless you specifically want access. Personally I love it for following up with people I met out on the roads. "
"Oct 14, 2020, 3:40:37 PM",Martin Pleynet  We are doing a ride at 5 today want to join? 
"Oct 14, 2020, 4:57:37 PM",Nice meeting you today 
"Oct 14, 2020, 7:23:13 PM",nice one :)
"Oct 14, 2020, 11:06:57 PM","Blazing fast!  I can include you on the rolling results, glad to see people going all out "
"Oct 15, 2020, 1:23:03 AM",Nice lookin ride
"Oct 15, 2020, 2:40:18 AM","Hi, would you like this effort to be included in the CRW Mystic TT results? "
"Oct 15, 2020, 4:37:43 PM",Fast 
"Oct 15, 2020, 6:26:28 PM","Well done man, wind is definitely a major factor today "
"Oct 15, 2020, 7:26:28 PM",hey would you like this result added to the CRW Mystic Lakes TT? 
"Oct 15, 2020, 7:44:43 PM",You should join the CRW mystic TT ! 
"Oct 15, 2020, 10:51:09 PM",Want this one to count towards the CRW virtual  TT? 
"Oct 15, 2020, 10:51:30 PM",Nice! I’ll add you to the results 
"Oct 15, 2020, 11:11:28 PM","https://www.strava.com/segments/25998586   This is the segment we are using,  it's a new event we're trying out "
"Oct 15, 2020, 11:15:18 PM",CRW TT! 
"Oct 15, 2020, 11:22:39 PM",Ian Bachman-Sanders  that will be excellent and I should be very afraid. 😂
"Oct 16, 2020, 1:30:16 AM",Ian Bachman-Sanders  we plan to do it weekly until things get too cold then hopefully come back even bigger next spring 
"Oct 16, 2020, 3:29:20 AM",Max Ryans  its a new feature they added for Strava Subscribers you do the corresponding #statmap hashtag to what you want to show 
"Oct 16, 2020, 3:30:42 AM",You should do the CRW Mystic Lakes TT if you are a fan of the loop :D
"Oct 16, 2020, 3:50:58 AM",You probably saw me while I was on my warmup haha 
"Oct 16, 2020, 2:58:22 PM",Hi you are in there -   tinyurl.com/MysticTT  
"Oct 16, 2020, 3:07:00 PM",Even more impressive then 😊
"Oct 16, 2020, 4:05:58 PM",WOW! 
"Oct 16, 2020, 4:18:13 PM",Are you 100% sure you don’t have a JATO rocket hooked up to that bike?    Amazing time!  
"Oct 18, 2020, 10:07:11 PM", Mmmm....beer
"Oct 19, 2020, 4:40:53 PM","People might ask “why does it matter if I’m in a group or not if it’s solo indoor training”?
 
My best answer is there have been so many times during indoor training that you might want to skip an interval or otherwise back off- but being surrounded by other supportive people can have the benefit of getting access to every last once of strength - the extra motivation and the mental side of cycling can go a long way!   "
"Oct 20, 2020, 4:40:28 PM",have you tried the correct distance / correct elevation buttons? I find that fixes it sometimes 
"Oct 20, 2020, 8:39:46 PM",Great tire wear pattern I’m sure 
"Oct 20, 2020, 11:51:29 PM",You could get the LL in 3 months just running 2-laps a day on average 
"Oct 21, 2020, 12:33:00 AM",Nice!  935 is a beast 
"Oct 21, 2020, 1:04:58 AM",Nice 
"Oct 21, 2020, 1:41:31 PM",Heading out in the dark in the rain and making it out to the start is still more than 99.99% of people will ever do!  Looking forward to doing the full route with you when you get fixed up
"Oct 21, 2020, 7:03:46 PM",Those wheels tho 😻
"Oct 21, 2020, 10:04:37 PM",Bruh stay alive 😂
"Oct 22, 2020, 9:03:06 PM","Alistair S.  Crazy fast!  I can include your time in this weeks results. For clarification, I added Thursday last week due to inclement weather but honestly I'd prefer more participation than more restrictions. You will need to come by during the photo hours sometime so I can capture this magnificent bike on camera! "
"Oct 22, 2020, 9:12:49 PM",Fast Lex!
"Oct 22, 2020, 10:58:26 PM",It’s one of my go-to’s when you want a 30 miler for before or after work  
"Oct 23, 2020, 12:29:00 AM",Drew Tietz  all you need to do to participate is ride the designated segment on the day of the event -  I’ll then track your results week to week.  No sign up or entry required but it helps if I know you actually plan to do it!     Looking forward to having you on board 
"Oct 23, 2020, 11:32:29 AM",Nicely done!  First finish of the day
"Oct 23, 2020, 12:53:29 PM",would you like to be added to this weeks results list for the TT? 
"Oct 23, 2020, 12:54:31 PM",would you like to be included in this weeks results for the CRW TT?
"Oct 23, 2020, 1:20:50 PM",Awesome I added you-  https://tinyurl.com/MysticTT		
"Oct 23, 2020, 1:36:43 PM",It’s possible he was just hoping to model good anterior pelvic tilt 
"Oct 23, 2020, 2:08:54 PM",This ride your entry for this week? I can add if so
"Oct 23, 2020, 2:20:02 PM","still pretty damn fast, well done! "
"Oct 23, 2020, 3:04:33 PM",Nice one!  Added you to the results for this week
"Oct 23, 2020, 7:17:29 PM",Would you like to be added to the CRW Mystic TT Finishers?
"Oct 23, 2020, 7:18:07 PM",Would you like to be added to the CRW Mystic TT Finishers?
"Oct 23, 2020, 10:59:12 PM",We will have to make a new meetup time now that it’s getting dark so quick ! 
"Oct 23, 2020, 11:05:09 PM",Had to head home right around 5:30 
"Oct 23, 2020, 11:44:54 PM",Let me adjust 😁
"Oct 24, 2020, 12:51:42 AM",Awesome CRW TT 😁 
"Oct 24, 2020, 3:29:46 AM",Nice meeting you today! https://photos.app.goo.gl/VsJaPom3sFo5NkFY8
"Oct 24, 2020, 3:30:33 AM","Here's the photos from this week's event: 
https://photos.app.goo.gl/VsJaPom3sFo5NkFY8

and here's the results as of tonight: https://tinyurl.com/MysticTT"
"Oct 24, 2020, 3:37:43 AM",Photos here: https://photos.app.goo.gl/VsJaPom3sFo5NkFY8
"Oct 24, 2020, 7:43:30 PM",car
"Oct 24, 2020, 8:39:16 PM",Well done!! 
"Oct 24, 2020, 9:04:18 PM",want me to use this as your result for this week ?
"Oct 25, 2020, 4:57:33 PM",Nice riding with you today 
"Oct 25, 2020, 8:46:49 PM",Colin Santangelo  slow roll home from the burrito shop in Davis 😂 
"Oct 29, 2020, 4:55:43 PM",Andrew Cohen thanks for inviting me!   Hope we can do some more before the deep freeze 
"Oct 30, 2020, 5:29:26 PM",Ok I’m riding with you next time 😄
"Oct 31, 2020, 3:48:23 PM",Thanks Drew it was my first time up. Not an easy morning! 
"Oct 31, 2020, 4:23:20 PM",Nice 
"Oct 31, 2020, 11:18:34 PM","Damn, nice !"
"Oct 31, 2020, 11:50:12 PM",absolute savage 
"Nov 3, 2020, 3:01:36 AM",George Stacko  that was a true test of will -  we will see what they cook up for 2021 
"Nov 5, 2020, 3:27:49 PM",Pics look extra incredible today 
"Nov 6, 2020, 2:08:28 PM","Nice man!  I need to spin up the results page for this week, totally snuck up on me "
"Nov 6, 2020, 2:47:49 PM",And you did the CRW Mystic TT! 
"Nov 6, 2020, 3:01:31 PM",I think I will do a TT lap after work Friday totally snuck up on me this week. 
"Nov 6, 2020, 6:04:38 PM","Nice wheels, nice ride! "
"Nov 6, 2020, 7:13:02 PM","nice man. It looks like the segment got messed up but I estimated a time of 11:30 based on the track, does that sound right to you? "
"Nov 6, 2020, 9:08:50 PM",Nice would you like to be added to the CRW TT results? 
"Nov 6, 2020, 9:11:07 PM",Good riding btw!  
"Nov 7, 2020, 2:12:56 PM",Congrats on the PR!
"Nov 7, 2020, 7:07:16 PM",I see you hit da spicy slopes 🍁
"Nov 7, 2020, 7:40:26 PM",Saw your group on Lowell Rd!
"Nov 8, 2020, 2:26:11 PM",The La Vie Claire jersey is dope!
"Nov 8, 2020, 8:52:24 PM",Nice one!
"Nov 8, 2020, 8:52:39 PM",Nice !
"Nov 8, 2020, 11:53:46 PM",Siddhant Benadikar  looks super cool I think I will have to 
"Nov 10, 2020, 10:43:23 PM",Nothing broke yet... I think with new tires I’m in fairly good shape but I just hope there isn’t something deadly lurking in the shadows  
"Nov 10, 2020, 10:43:55 PM",I want to say it was worth it but I’d be lying 😭
"Nov 11, 2020, 4:49:27 PM","Michael Damiano  hosted by the Rippers every Wed. and starts out of Winchester at the VO elementary school-  its getting towards the end of the season for it, but if you like challenging hills it’s a must-do ride.  I just started coming the last couple months and have enjoyed it quite a bit.  "
"Nov 11, 2020, 4:50:31 PM",Nice to meet you today !
"Nov 12, 2020, 2:11:06 PM",Always fun to snag a jersey! 
"Nov 12, 2020, 4:45:12 PM",Nice race
"Nov 13, 2020, 1:35:39 PM",Good race - you really pushed it at the final sprint! 
"Nov 13, 2020, 6:53:16 PM",Nice racing with you today! 
"Nov 15, 2020, 8:58:53 PM","Andrew Cohen  was an interesting race I held my own the full first lap, then a few second gap opened on the KOM climb and bye bye front pack. "
"Nov 16, 2020, 2:51:00 AM",It’s a killer!  Nice job 
"Nov 16, 2020, 8:37:58 PM",Nice man!  Now how long until you do the same for ADz?? 
"Nov 16, 2020, 9:07:45 PM",So the occasional big events up the Alpe (usually road to sky) are a bit of a motivator since you have a couple hundred other riders to distract you and draft off up until the climb start.   Somehow for me the banter takes off a little bit of the pain  
"Nov 17, 2020, 2:34:12 AM",Nice racing with you today 
"Nov 17, 2020, 3:05:12 PM",Good race!
"Nov 18, 2020, 3:25:59 AM",In the company of legends I see! 
"Nov 18, 2020, 9:58:45 PM",Nice race
"Nov 19, 2020, 3:28:12 AM",Nice. Same thing happened to me today lol
"Nov 19, 2020, 11:51:15 PM",Nice riding with you today 
"Nov 19, 2020, 11:54:49 PM",Good race!!!
"Nov 20, 2020, 12:00:37 AM",Well raced! 
"Nov 20, 2020, 1:33:52 AM",Nice race!
"Nov 20, 2020, 2:09:54 AM",Creepy 😯
"Nov 20, 2020, 2:24:12 PM","damn, I thought I had this today! Well done"
"Nov 20, 2020, 4:56:00 PM",I’ll set up the results page for this week!
"Nov 21, 2020, 2:59:17 AM",Nice 
"Nov 21, 2020, 5:58:38 PM",Nice laps! I can add you to the CRW results page
"Nov 22, 2020, 8:03:36 PM","Drew Peterson the pavement is actually really good quality, it’s a punishing climb that feels like it gets steeper as you go.  Went today for the sole purpose of beating my old PR as I haven’t been in a while. Underdressed and was cold the entire ride but thankfully made it home in one piece. "
"Nov 22, 2020, 10:29:32 PM","Robert Knapp  it’s certainly wide enough - I’m sure it wouldn’t be an easy climb, but nothing stopping you!    "
"Nov 22, 2020, 11:51:15 PM",Owen McGonagle  thanks man 🙏 
"Nov 23, 2020, 12:15:16 AM",Incredible! 
"Nov 23, 2020, 2:44:24 PM",crushin' it 
"Nov 26, 2020, 5:04:29 PM",Beast 
"Nov 29, 2020, 5:49:12 PM",Bad Data 
"Nov 29, 2020, 5:49:25 PM",Bad GPS
"Nov 29, 2020, 5:49:37 PM",Bad GPS
"Nov 29, 2020, 5:50:26 PM",Bad GPS
"Nov 29, 2020, 5:52:07 PM",GPS Drift
"Nov 29, 2020, 5:53:01 PM",GPS Skipping
"Nov 29, 2020, 8:49:54 PM",Nice! 
"Nov 29, 2020, 9:58:49 PM",Strong! 
"Nov 29, 2020, 10:03:39 PM",Bad data
"Nov 29, 2020, 10:04:40 PM",Low res data
"Nov 29, 2020, 10:10:35 PM",Strong ride today! 
"Dec 2, 2020, 11:10:14 PM",Spicy 🌶 
"Dec 3, 2020, 7:01:14 PM",I like this 
"Dec 3, 2020, 7:05:44 PM",Ahh nice man ! 
"Dec 3, 2020, 10:36:19 PM",Congrats man  
"Dec 5, 2020, 5:00:55 PM",Rami رامي 拉美 doing both road and mtb while I’m here should be fun 😊
"Dec 5, 2020, 9:51:25 PM",Erg mode ?
"Dec 5, 2020, 9:51:36 PM",Huge 
"Dec 7, 2020, 12:19:24 AM",John Foody  haha not yet anyways - I’m here for vacation!   
"Dec 7, 2020, 4:59:19 PM",Stinky .  Really really good.  It’s like a whole town centered around biking. 
"Dec 7, 2020, 6:46:48 PM",Nice 😎
"Dec 7, 2020, 7:00:12 PM",part vehicle
"Dec 7, 2020, 7:01:10 PM",part vehicle
"Dec 7, 2020, 7:01:43 PM",part vehicle
"Dec 7, 2020, 7:02:47 PM",part vehicle
"Dec 7, 2020, 7:06:57 PM",part vehicle
"Dec 7, 2020, 11:16:17 PM",Good
"Dec 9, 2020, 12:32:57 PM",vehice
"Dec 9, 2020, 1:49:11 PM",car
"Dec 9, 2020, 11:56:25 PM",Oasis’ first 3 albums >>>
"Dec 11, 2020, 5:53:28 PM",Wow!    happy birthday 
"Dec 11, 2020, 7:18:34 PM",Z squad 
"Dec 12, 2020, 4:00:24 PM",Robert Faltus thanks! I think it being 40 degrees cooler probably helped a fair bit too 
"Dec 12, 2020, 8:17:07 PM",Hambini is awesome 
"Dec 12, 2020, 8:18:15 PM",Hell yea 
"Dec 12, 2020, 8:51:52 PM",Huge miles!
"Dec 20, 2020, 12:22:42 AM",Nice PR man 
"Dec 20, 2020, 3:55:17 PM",Strong and fast!
"Dec 21, 2020, 3:50:38 PM",Thank you Andrew Cohen  and Rami رامي 拉美  nice to be back 
"Dec 24, 2020, 1:27:51 AM",Nice riding with you in the virtual group 
"Dec 25, 2020, 1:07:39 AM",Damn that’s badass 
"Dec 25, 2020, 6:10:35 PM",Nice distance 
"Dec 26, 2020, 5:24:07 PM",Nice ride!
"Dec 26, 2020, 11:27:23 PM",Nice man 
"Dec 27, 2020, 12:27:30 AM",Finding elevation on Tempus Fugit is a feat in itself 
"Dec 27, 2020, 2:38:46 AM",absolutely killer 
"Dec 27, 2020, 5:33:28 PM",Thanks Frank Kjaersgaard I worked hard to not get dropped 
"Dec 28, 2020, 8:14:50 PM",Very strong race 
"Dec 28, 2020, 8:37:45 PM",Top few guys were missing heart rate and one was lacking power meter all of which are required on that particular racing league so well done 
"Dec 29, 2020, 1:06:05 AM",Lol wtf on the Cutoff path? 
"Dec 29, 2020, 1:09:53 AM",Welp now I know where the weird little offshoot trails lead to.  Nightmares 
"Dec 29, 2020, 6:23:52 PM",Good ride! 
"Dec 29, 2020, 6:24:41 PM",Nice ride 
"Dec 31, 2020, 5:25:41 PM","ok, that bread looks delicious!  Also apparently we just missed passing each other on the road "
"Dec 31, 2020, 5:31:27 PM",Congrats on completing !
"Jan 1, 2021, 12:21:36 AM",Thanks Ulandt Kim  I managed a PR despite the focus being tempo 
"Jan 1, 2021, 1:59:10 PM",Dedication! 
"Jan 1, 2021, 9:13:53 PM",You can crop the part you don’t want to include in the app 
"Jan 6, 2021, 2:49:24 AM",Colin Santangelo  super short one this week but also my first time on skis since March
"Jan 6, 2021, 11:56:42 PM",Nice ride 
"Jan 7, 2021, 12:28:01 AM",Nice dude
"Jan 8, 2021, 12:43:22 AM",Nice splits 
"Jan 10, 2021, 9:13:26 PM",Awesome getting to race with you-  definitely gave me a boost of motivation.  
"Jan 11, 2021, 7:34:37 PM",Gotta do a hot lap around that Rotonda 
"Jan 14, 2021, 8:05:30 PM",George Stacko thanks man I was happy to keep with the pack 
"Jan 15, 2021, 11:57:26 PM",42:00 69 😎
"Jan 17, 2021, 4:14:31 AM",We had an almost identical time -  with you being 30 seconds faster! 
"Jan 17, 2021, 10:46:33 PM",Twice! You’re a madman 
"Jan 19, 2021, 1:06:33 PM",Cat Turner  was fun- we walked on the road a lot but there are smaller trails and you can also hike on the beach itself 
"Jan 19, 2021, 1:12:25 PM",I see snow 👀
"Jan 20, 2021, 2:38:00 AM",Colin Santangelo  doesn’t seem to be as I wasn’t wearing my chest strap - it’s def closer to vomax effort 
"Jan 20, 2021, 2:49:28 AM",J.D. Hale need some rippers ski gear 😎 glad to hear you were out there 
"Jan 22, 2021, 4:17:49 AM",Nice one man 
"Jan 22, 2021, 8:08:07 PM",Nice 
"Jan 24, 2021, 11:08:22 PM",Jealous! 
"Jan 26, 2021, 6:06:32 PM",Let me know if you wanna do some runs 🔜
"Jan 30, 2021, 8:12:43 PM",Jonathan Kurtis  I wish it was 
"Feb 1, 2021, 1:52:48 AM",Well done man 
"Feb 1, 2021, 1:58:01 AM",Nice!
"Feb 1, 2021, 1:55:36 PM",beast mode
"Feb 1, 2021, 9:27:01 PM",(DJ) Dokens Joseph  thanks bro haha I had to get back quick for a meeting at 1  so I had limited time to work with 
"Feb 3, 2021, 1:36:59 PM",Nice race!
"Feb 3, 2021, 1:37:18 PM",Great to see you out there 
"Feb 3, 2021, 3:17:00 PM","Ian Bachman-Sanders  Yup - Mornings (esp. weekdays) have been pretty easy to get time slots. You just sign up here: https://www.skiboston.com/reserve

Conditions are the best they have been all year so I do recommend checking it out "
"Feb 3, 2021, 5:19:15 PM",How’s the roads with ice ?
"Feb 3, 2021, 6:50:18 PM",Thanks man- We can hope next year is mask-free  
"Feb 5, 2021, 3:49:55 PM",INVALID Ride 
"Feb 6, 2021, 6:18:29 PM",🐂🛷
"Feb 6, 2021, 6:52:21 PM",It was really really nice today !  Lots of km open 
"Feb 7, 2021, 10:56:16 PM",Nice!
"Feb 7, 2021, 11:04:19 PM",Andrew Cohen lost the main pack about halfway up the climb but held it together alright for the rest. Radio tower is a tough one! 
"Feb 9, 2021, 12:35:18 AM",Nice!
"Feb 9, 2021, 2:17:01 AM",Good vibes 
"Feb 12, 2021, 2:30:51 PM",Thanks Drew Peterson  the whole race was fairly relaxed then the sprint hit like a ton of bricks 
"Feb 15, 2021, 11:42:13 PM",Cat Turner  Nordic skate skiing 
"Feb 18, 2021, 2:58:16 AM","What a small world! Recognized the 545 Velo right away and enjoyed racing with someone local, the fact you are skiing at Weston too is just icing on the cake. "
"Feb 18, 2021, 2:59:26 AM",Nice!! 
"Feb 18, 2021, 9:45:20 PM",😢😢
"Feb 19, 2021, 12:54:16 PM",Good one dude! 
"Feb 21, 2021, 7:57:27 PM",Good stuff!
"Feb 21, 2021, 11:26:55 PM",The Billerica expansion 
"Feb 24, 2021, 1:54:08 PM",Pretty cool course they have right now 
"Feb 28, 2021, 7:03:40 PM",R I P 
"Mar 7, 2021, 11:26:02 PM",Nice 😎
"Mar 10, 2021, 1:18:13 PM",Thank you Robert Knapp  I was most impressed I was able to even split the 3 laps ...usually I'm losing time by the last one 
"Mar 10, 2021, 2:17:01 PM","that would be awesome, thanks! let me know if you need any of the links "
"Mar 12, 2021, 12:16:17 AM",Saw u on my walk into Davis ✌️
"Mar 12, 2021, 1:12:19 AM",Looking forward to seeing you out there 
"Mar 12, 2021, 1:24:48 AM",🔥🔥🔥
"Mar 12, 2021, 11:46:38 PM",Big wattz!!
"Mar 13, 2021, 1:54:53 AM",Haha I’m excited for the growing community of riders and meeting people 
"Mar 13, 2021, 11:27:58 PM",bad activity type 
"Mar 14, 2021, 1:50:10 AM",Nice one !
"Mar 16, 2021, 4:56:07 PM",Those look thirsty 👀 
"Mar 17, 2021, 1:04:43 AM",The infinite feedback loop 
"Mar 17, 2021, 1:17:27 AM",Robert Knapp  already looking forward to next year 
"Mar 18, 2021, 12:05:18 AM",RIP in Peace 
"Mar 18, 2021, 4:22:07 PM",Very cool! 
"Mar 20, 2021, 4:18:03 PM",You know it! Rami رامي 拉美 
"Mar 20, 2021, 9:33:17 PM",Must have just missed you out there 
"Mar 20, 2021, 9:36:43 PM",Taking out the p3 for first ride of the season and trying out a new saddle 
"Mar 21, 2021, 5:53:54 PM",I think I saw you in West Concord 😊
"Mar 21, 2021, 6:56:42 PM",Nice to meet you Paulo Lopes 
"Mar 22, 2021, 2:31:40 PM",highly cushioned shoe? I am experimenting with some maximal shoes 
"Mar 23, 2021, 12:27:30 AM",Nice to meet you today 
"Mar 23, 2021, 12:28:10 AM",Hey man hope you made it back ok sorry about the tire 
"Mar 23, 2021, 7:02:40 PM",beast! 
"Mar 23, 2021, 11:57:50 PM",Lmao! 
"Mar 24, 2021, 1:38:48 AM",🔥🔥🔥
"Mar 24, 2021, 7:56:46 PM",fast!
"Mar 25, 2021, 1:03:10 AM",Party. 
"Mar 25, 2021, 11:22:36 PM",Hellz yea 
"Mar 25, 2021, 11:59:48 PM",Max Ryans  CRW thirsty Thursday haha should become a repeated ride ! 
"Mar 26, 2021, 1:42:25 PM",Drew Peterson  you’re gonna love it - perhaps you can join the ride in future weeks 
"Mar 26, 2021, 8:33:34 PM",Lookin good dude! 
"Mar 26, 2021, 8:34:22 PM",🔥🔥🔥
"Mar 26, 2021, 11:07:33 PM",It was a joke lol Jack Lonneman 
"Mar 26, 2021, 11:12:37 PM",I was keeping power to 60% FTP though except for one 10 minute section 
"Mar 27, 2021, 1:32:51 PM",Racing this summer I hope! 
"Mar 27, 2021, 9:54:04 PM",huuuge
"Mar 27, 2021, 10:15:47 PM",Saw you a couple times ! 
"Mar 27, 2021, 10:22:58 PM","Alistair S.  We will be starting the crw TT series again soon,  would love to have you as a guest speaker on the series kickoff webinar if you’d be interested.  I can email you the details "
"Mar 27, 2021, 10:32:00 PM",looks like we passed by you in Lexington center ! 
"Mar 28, 2021, 1:50:57 PM",Yuuuuge
"Mar 28, 2021, 2:03:36 PM",Fast!
"Mar 28, 2021, 2:17:18 PM",That’s a lot of Pages! 
"Mar 28, 2021, 9:22:56 PM",Let’s ride soon 🔥
"Mar 29, 2021, 10:41:54 PM",CAR
"Mar 30, 2021, 12:23:40 AM",💪💪
"Mar 30, 2021, 1:12:29 AM",💥
"Mar 31, 2021, 1:06:02 AM",Glad to have you join!
"Mar 31, 2021, 12:37:14 PM",Hoping to join next week 😊
"Apr 4, 2021, 6:14:24 PM",Looks awesome 
"Apr 4, 2021, 11:11:57 PM",Thank you Rami رامي 拉美  Max Ryans  you set a hard time to beat! 
"Apr 5, 2021, 2:24:01 PM",Goal for this year is a combination of virtual and in-person as safety allows! 
"Apr 6, 2021, 1:31:47 PM",Fast!
"Apr 6, 2021, 1:32:51 PM",Thanks Derek  Sawyer  🙏🏻  looking forward to riding w Rippers again soon  
"Apr 7, 2021, 12:28:06 PM",Lots of PR’s !  
"Apr 7, 2021, 7:00:53 PM",nice man!
"Apr 8, 2021, 2:26:55 PM",sick bike
"Apr 8, 2021, 2:35:18 PM",🔥🔥🔥🏆
"Apr 8, 2021, 11:22:44 PM",King 👑 
"Apr 9, 2021, 2:11:39 AM",😃😃
"Apr 9, 2021, 2:12:09 AM",Wowza!
"Apr 9, 2021, 2:13:46 AM",Good ride!
"Apr 9, 2021, 2:14:08 AM",Brewery next time 😎👍
"Apr 9, 2021, 2:14:33 AM",Strong ride!
"Apr 9, 2021, 2:14:57 AM",Thanks for joining! 
"Apr 9, 2021, 2:15:42 AM",Crushin it every time!
"Apr 9, 2021, 2:17:20 AM",Clocked some fast times today! 
"Apr 9, 2021, 9:39:49 PM",One of the most evil climbs anywhere nearby!!  
"Apr 9, 2021, 9:40:58 PM",Hell yea bro 😎 
"Apr 9, 2021, 11:05:03 PM",Yassss
"Apr 9, 2021, 11:22:25 PM",Awesome pic!
"Apr 10, 2021, 10:16:04 PM","Jared Geller yeah haha there was one section underwater (as shown) that was interesting  on a road bike 

Sign read “temporary closed” lol "
"Apr 11, 2021, 12:07:56 AM",Well done sir 
"Apr 11, 2021, 3:01:47 PM",Wow- nice half! 
"Apr 11, 2021, 3:17:53 PM",damn son!
"Apr 11, 2021, 3:43:08 PM",amazing!
"Apr 11, 2021, 3:44:28 PM",I will have to join you one day 
"Apr 13, 2021, 12:01:50 AM",Sweet revenge 👍
"Apr 13, 2021, 1:04:13 PM",👑
"Apr 13, 2021, 2:27:24 PM",Looks like some fast lapz!
"Apr 14, 2021, 12:09:51 PM",Great meeting you today 
"Apr 14, 2021, 9:53:32 PM",Impressive!! Remember you have to still beat that now! 😂   I felt kinda slow today doing the same loop. 
"Apr 14, 2021, 11:23:35 PM",Niiiice
"Apr 14, 2021, 11:46:22 PM",Blazin’ 
"Apr 15, 2021, 12:56:00 AM",hope you are ok dude!  Recover quick 
"Apr 15, 2021, 12:20:45 PM",Lighting up that climb! 
"Apr 15, 2021, 12:21:16 PM",That is an early start!
"Apr 16, 2021, 1:06:23 PM",Solid! 😎
"Apr 17, 2021, 12:29:15 AM",🤩🌴
"Apr 17, 2021, 12:31:15 AM",Show me the way 🙇‍♂️
"Apr 17, 2021, 1:21:42 PM",Nice one! ✌️ 
"Apr 18, 2021, 1:01:55 PM",Part vehicle 
"Apr 18, 2021, 2:30:40 PM",Oh mama! 
"Apr 18, 2021, 9:00:28 PM",I had a guest staying over from out of town so  had a later start to my riding this morning -  missed you guys - looks epic 
"Apr 18, 2021, 11:38:01 PM",Thanks Roger Stawasz Simon Miller  always feels good to see improvements. 
"Apr 19, 2021, 1:30:11 AM",Fast! 
"Apr 19, 2021, 5:04:07 PM",Looks cool!
"Apr 19, 2021, 5:53:17 PM",nice hoops 👍 
"Apr 20, 2021, 12:51:23 AM",Nice to meet you 
"Apr 20, 2021, 12:22:23 PM",beautiful route 
"Apr 20, 2021, 1:12:12 PM",Double lakes!
"Apr 20, 2021, 10:45:10 PM",That bridge looks treacherous!
"Apr 20, 2021, 10:57:29 PM",💀💀💀
"Apr 20, 2021, 11:23:19 PM",Nice dude 
"Apr 21, 2021, 12:15:12 AM",Drew Peterson  pretty flexible group of riders we’ve mostly just been finding nice weather days when no one has to work late 
"Apr 21, 2021, 12:17:12 AM",Amazing !
