Date,Segment ID
"Sep 10, 2020, 5:16:52 PM",7969532
"Sep 7, 2020, 6:59:11 PM",25311599
"Sep 7, 2020, 12:06:15 AM",10186079
"Sep 6, 2020, 10:20:58 PM",25617429
"Sep 6, 2020, 7:22:10 PM",1052559
"Sep 6, 2020, 12:00:44 AM",14192265
"Sep 4, 2020, 1:04:24 AM",5751236
"Sep 1, 2020, 10:55:15 PM",22800233
"Sep 1, 2020, 10:53:32 PM",12686011
"Aug 27, 2020, 1:42:43 PM",1443437
"Aug 24, 2020, 9:24:20 PM",7001843
"Aug 24, 2020, 9:23:25 PM",10057477
"Aug 24, 2020, 9:22:23 PM",1208130
"Aug 21, 2020, 9:01:48 PM",3999965
"Aug 21, 2020, 6:53:11 PM",10087573
"Aug 20, 2020, 9:12:23 PM",766061
"Aug 19, 2020, 7:54:53 PM",645576
"Aug 19, 2020, 7:51:37 PM",891031
"Aug 19, 2020, 4:57:52 PM",12610090
"Aug 18, 2020, 6:19:17 PM",24383353
"Aug 16, 2020, 3:56:29 AM",4576834
"Aug 15, 2020, 10:52:12 PM",2595502
"Aug 15, 2020, 10:20:43 PM",317
"Aug 14, 2020, 11:47:29 AM",11203379
"Aug 12, 2020, 7:40:19 PM",12953042
"Aug 12, 2020, 1:38:47 AM",9418220
"Aug 10, 2020, 7:57:46 PM",17945233
"Aug 8, 2020, 10:25:14 PM",890014
"Aug 3, 2020, 11:26:20 PM",34889264
"Aug 1, 2020, 5:36:33 PM",12332272
"Jul 29, 2020, 2:10:14 PM",25092604
"Jul 28, 2020, 10:58:29 PM",12634670
"Jul 28, 2020, 8:15:56 PM",10848937
"Jul 24, 2020, 1:08:12 PM",25019887
"Jul 21, 2020, 8:27:50 PM",24647502
"Jul 10, 2020, 10:34:12 PM",25152858
"Jul 7, 2020, 7:48:36 PM",3336812
"Jul 6, 2020, 1:49:53 AM",9656081
"Jul 5, 2020, 4:25:17 PM",22446448
"Jun 30, 2020, 3:01:25 PM",24695243
"Jun 29, 2020, 2:29:18 PM",12422962
"Jun 27, 2020, 7:18:37 PM",694725
"Jun 23, 2020, 1:55:42 PM",24599331
"Jun 22, 2020, 12:32:04 PM",24429645
"Jun 21, 2020, 2:48:56 PM",4410917
"Jun 20, 2020, 1:48:52 PM",5032164
"Jun 19, 2020, 10:43:58 PM",7159062
"Jun 19, 2020, 10:43:22 PM",650438
"Jun 19, 2020, 10:41:17 PM",9657989
"Jun 19, 2020, 10:41:12 PM",5025412
"Jun 16, 2020, 11:06:09 PM",650679
"Jun 16, 2020, 11:24:31 AM",1277286
"Jun 16, 2020, 11:22:17 AM",4793025
"Jun 12, 2020, 1:35:31 PM",24442689
"Jun 12, 2020, 12:56:14 PM",5007724
"Jun 12, 2020, 11:19:08 AM",1152744
"Jun 7, 2020, 5:34:35 PM",14530647
"Jun 2, 2020, 5:20:51 PM",15265656
"Jun 2, 2020, 4:47:04 PM",24305457
"Jun 2, 2020, 4:22:15 PM",24305477
"May 28, 2020, 4:55:44 PM",23038146
"May 10, 2020, 7:59:27 PM",1272829
"May 10, 2020, 7:56:26 PM",649933
"May 10, 2020, 6:45:35 PM",10218084
"May 10, 2020, 3:36:47 AM",1277062
"May 1, 2020, 11:43:57 PM",7245338
"May 1, 2020, 7:37:09 PM",682750
"May 1, 2020, 7:35:07 PM",2628983
"Apr 23, 2020, 9:54:07 PM",1030635
"Apr 7, 2020, 10:55:23 PM",20354344
"Apr 5, 2020, 9:30:02 PM",5296523
"Apr 5, 2020, 5:02:25 PM",740907
"Feb 20, 2020, 10:55:34 PM",14299858
"Feb 20, 2020, 9:36:33 PM",22919372
"Feb 20, 2020, 9:36:32 PM",22901487
"Feb 20, 2020, 9:36:28 PM",22908172
"Feb 20, 2020, 9:26:28 PM",22908294
"Feb 20, 2020, 5:11:19 PM",22906458
"Feb 17, 2020, 4:19:51 PM",22884592
"Sep 26, 2019, 6:45:22 PM",12164308
"Sep 25, 2019, 3:56:56 PM",993325
"Jul 9, 2019, 4:17:15 PM",20523541
"Jul 1, 2019, 10:09:55 PM",826990
"Jul 1, 2019, 10:05:40 PM",5909567
"Jun 25, 2019, 1:51:57 AM",1110117
"Jun 20, 2019, 4:10:03 PM",12499780
"Jun 6, 2019, 12:18:34 AM",869957
"Jun 4, 2019, 12:49:22 AM",4673826
"May 21, 2019, 9:14:29 PM",641290
"May 21, 2019, 8:32:35 PM",609358
"Feb 21, 2019, 1:33:27 AM",14231783
"Feb 21, 2019, 1:33:17 AM",3544137
"Feb 21, 2019, 1:31:19 AM",14231774
"Feb 18, 2019, 2:07:41 AM",6656683
"Feb 17, 2019, 12:40:42 AM",10938711
"Jan 13, 2019, 10:08:07 PM",3451800
"Aug 16, 2018, 12:39:21 AM",18553459
"Jul 10, 2018, 4:24:29 PM",15554131
"Jul 10, 2018, 4:23:18 PM",15221826
"Nov 6, 2017, 1:50:24 AM",15234561
"Oct 15, 2017, 5:20:25 PM",1736047
"Aug 20, 2017, 7:55:44 PM",2610115
"Aug 11, 2017, 12:08:29 AM",7293574
"Jul 29, 2017, 8:20:40 PM",1515509
"Jul 26, 2017, 12:33:57 AM",687017
"Jul 26, 2017, 12:33:47 AM",653964
"Jul 20, 2017, 2:00:57 AM",688449
"Jul 20, 2017, 12:20:04 AM",6941635
"Jul 16, 2017, 11:51:46 PM",7616693
"Jul 16, 2017, 1:43:24 AM",650453
"Jul 12, 2017, 4:05:05 AM",15402658
"Jul 12, 2017, 4:02:00 AM",15402668
"Jul 12, 2017, 3:44:57 AM",1226432
"Jul 12, 2017, 3:44:29 AM",1262898
"Jul 12, 2017, 3:37:58 AM",1419652
"Jul 12, 2017, 3:37:54 AM",12924261
"Jun 25, 2017, 10:23:18 PM",12332229
"Apr 11, 2017, 2:49:34 AM",5711961
"Feb 20, 2017, 6:03:18 PM",8640224
"Jun 10, 2016, 12:41:00 AM",5122541
"Sep 19, 2015, 10:05:07 PM",1030637
